,date,renderedContent,retweetCount,likeCount,quoteCount,viewCount,Sentiment Score
11,2023-04-17 20:20:45+00:00,"@Srechter7 Yeah. I’d rather see Cabrera fail than keep running Hicks out there. I’d rather see Volpe struggle than IKF out there.

I’m not saying it’s wrong to want to play the kids. But I think some people assumed it would solve a bunch of our problems. That’s not how it works.",0,1,0,113.0,negative
12,2023-04-17 20:18:00+00:00,"@Wilbur7200 I don’t think we can say it’s wrong. I’d rather watch Cabrera struggle than Hicks. At least Cabrera is young and maybe has some upside. Hicks is what he is.

But it definitely has not made the team better. At least not yet.",0,0,0,22.0,positive
13,2023-04-17 20:14:56+00:00,"@FiresideYankees It was just a matter of time. @MLB needs to come some type of agreement with the players union with this guaranteed money garbage. The @Yankees haven’t gotten screwed over the years from players that break down. Hicks,Ellsbury,Stanton. It’s ridiculous. Thanks Cashman.",0,1,0,10.0,positive
14,2023-04-17 20:06:19+00:00,"@Yankees How about a Aaron Hicks bat giveaway night, since he doesn’t use it!",0,0,0,62.0,neutral
15,2023-04-17 19:55:36+00:00,Aaron Hicks tweets will take up a lot more real estate in the Twitter app.,0,11,0,5385.0,neutral
16,2023-04-17 19:48:04+00:00,Yet @yankees will shove Hicks down our throats for the considerable future.,0,0,0,69.0,neutral
17,2023-04-17 19:30:41+00:00,@AllChiefdUp Eric Hicks!,0,1,0,74.0,neutral
18,2023-04-17 19:19:32+00:00,@Yankees Hmm is there a get rid of Hicks night ?,0,0,0,19.0,neutral
19,2023-04-17 19:16:09+00:00,"Hicks is really trying to make me like him, but I'm not taking the bait.",0,2,0,491.0,positive
20,2023-04-17 19:11:14+00:00,"@fenwaymoose @StoolBaseball One game doesn't mean the Twins are better lol the Yankees are also the only team that has yet to lose a series, even with everyone dropping like flies and having Hicks in their roster and Willie Calhoun batting 5th or 6th lol",0,0,0,72.0,positive
21,2023-04-17 19:04:45+00:00,"@BryanHoch Looks like Hicks needs to work on his anger management, but I'm still rooting for him to bounce back and crush it at the plate next time 🔥 #Yankees Check my pin tweet bro",0,0,0,25.0,negative
22,2023-04-17 19:03:29+00:00,@BigBlaze59 Change #5 to Trade Bryan Reynolds to the Yankees for Aaron Hicks 😂😂,0,0,0,261.0,positive
23,2023-04-17 18:53:54+00:00,@Yankees Where is my Hicks is released post,0,2,0,357.0,neutral
24,2023-04-17 18:53:48+00:00,@HoodieMaybin Better than Hicks tbh,0,0,0,400.0,positive
25,2023-04-17 18:50:53+00:00,@AdamsLife1028 @CrofootJenna Last year really? Funny no one ever comes forward and says they are wrong about Hicks. Well again like I said he could lead off anywhere as far as I am concerned as long as it’s not the Yankees,0,1,0,33.0,positive
26,2023-04-17 18:40:41+00:00,"Again this is damning to Cashman’s ability to construct a roster. As with Florial, Brewer clears waivers. Twice now this season the Yankees had players on the active roster that nobody else in baseball wants. Hicks, Donaldson are of the same ilk.",1,0,0,187.0,positive
27,2023-04-17 18:35:58+00:00,"@Medic968 If the Yankees truly care about their players' well-being, they should prioritize Hicks' mental health and make the tough decision to part ways. Athletes are human too and deserve support beyond just their physical abilities."" #mentalhealthmatters See my homepage plz",0,0,0,1.0,positive
28,2023-04-17 18:35:26+00:00,@Ken_Rosenthal Hicks is not a championship for the yankees. Get ready trade him and eat that money,0,0,0,54.0,neutral
29,2023-04-17 18:33:46+00:00,Neither IKF or Hicks have any place anywhere near the @Yankees!,1,1,0,232.0,neutral
30,2023-04-17 18:16:47+00:00,@Yankees Good promotions but Where are the DFA Aaron Hicks and Josh Donaldson nights. Asking for a friend…,3,69,0,5942.0,positive
31,2023-04-17 18:16:41+00:00,@Yankees Promote Aaron Hicks off the team,0,3,0,405.0,positive
32,2023-04-17 18:13:34+00:00,"@Yankees Looks like it’s a tear now. 4-6 weeks. Guy has only played in 40% of games since coming to the Yankees. Kiss another year of a championship away. Until stanton, hicks and donaldson are off this team they are not winning anything except a waste of money trophy.",0,0,0,5.0,positive
33,2023-04-17 18:12:04+00:00,The day I saw Shohei Ohtani giving aaron hicks outfield advice I kinda knew his career was in trouble #yankees #angels #NYYVIDS 🏆🏆🏆 https://t.co/dhPLOWS0lb,1,5,0,1761.0,negative
34,2023-04-17 18:03:11+00:00,@Yankees Do hicks next. https://t.co/X3K5vrd5WP,0,5,0,261.0,neutral
35,2023-04-17 18:02:38+00:00,"@JoeyBat69598037 @bkabak Yes, the Yankees, starting Hicks and Josh Donaldson are really intent on putting a “full team” out there. Have you followed them the last few years? Where they’ve gone into every season without a full rotation and staring several second division regulars?",0,0,0,27.0,positive
36,2023-04-17 18:02:20+00:00,@Yankees Now do Hicks,0,2,0,465.0,neutral
37,2023-04-17 18:01:36+00:00,"@Yankees yet, hicks somehow...

make it make sense.",0,3,0,1198.0,neutral
38,2023-04-17 18:00:33+00:00,@Yankees When do we DFA Hicks and Donaldson?,0,13,0,1133.0,neutral
39,2023-04-17 17:44:58+00:00,"If the Yankees 2021 team was
C Gary Sanchez
1B Kyle Schwarber
2B DJ 
SS Gleyber Torres
3B Gio Urshela
LF Hunter renfroe
CF Aaron Judge
RF Aaron hicks
DH Giancarlo Stanton
How far would they have gone in the playoffs",0,5,0,1629.0,neutral
40,2023-04-17 17:30:18+00:00,"#Yankees LF'ers this year have a combined 60 wRC+ (and that's entirely because of Franchy and his 126 wRC+). Good for 5th worst in the majors

Cabrera (46 wRC+) and Hicks (-18 wRC+ (lol) been brutal. We're gonna spend a 3rd straight deadline looking for help at the same position",0,2,0,180.0,neutral
41,2023-04-17 17:29:45+00:00,"@jonatha_berry He’s young and kind of an exciting player and the alternative to him is Aaron Hicks. So people probably don’t want to talk about it at all.

But yeah, he’s been really bad. If he doesn’t get better he’ll stop getting at bats.",0,2,0,91.0,neutral
42,2023-04-17 16:43:58+00:00,"It’s april 17th, 2023 and that motherfucker aaron hicks is still on the yankees https://t.co/70OflLfCBe",0,0,0,35.0,negative
43,2023-04-17 16:31:17+00:00,Yankees now have excuse to keep Aaron Hicks around elitesportsny.com/?p=417949,0,0,0,195.0,positive
44,2023-04-17 16:11:32+00:00,@Yankees @YankeesPR Eat the money and release Hicks,0,0,0,4.0,neutral
45,2023-04-17 15:55:09+00:00,@MikeyOZPK15 @Yankees Hicks plays the OF.,0,1,0,6.0,positive
46,2023-04-17 15:34:57+00:00,"@KyWhittinghill @FiresideYankees Hicks/Donaldson aren’t gettin traded. Yankees either eat the money, or those two eat up two roster spots.",0,1,0,30.0,neutral
47,2023-04-17 15:33:44+00:00,"Time for hicks to go,and Peraza to stay @Yankees !  Let’s not go a whole year with this.  🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",1,5,0,443.0,neutral
48,2023-04-17 15:33:01+00:00,"@gina_pacifico @Yankees Hicks deserves a chance to start over somewhere else. Has worked for many who didn’t make it in the Bronx. Sonny Gray (0.50 ERA), Thairo Estrada (.365), Joey Gallo, etc.",0,0,0,99.0,positive
49,2023-04-17 15:27:45+00:00,Just thinking out loud. I don't believe the Yankees will do anything about Hicks until at least the deadline at which point I think they will move him for 15 or 20 cents on the dollar(s) he still owed. I also want to say Hicks really doesn't deserve any playing time.,1,2,0,165.0,negative
50,2023-04-17 15:24:36+00:00,"#Yankees - I get it btw. For me, it’s of course the injuries &amp; the quality of the current bench (statistically, not suggesting it’s good enough, but IKF/Hicks/Donaldson almost can’t actually be this bad - not that I want any of them in a perfect world). (2/",0,0,0,25.0,negative
51,2023-04-17 15:18:53+00:00,@Ashley_Dyane If you want to do anymore of Hicks as a Yankee.. unless something happens for him in next week… you better do it now.,0,0,0,23.0,positive
52,2023-04-17 15:09:45+00:00,@FiresideYankees Like Hicks I would like to be on Yankees roster and play every day despite lacking the necessary skills.,0,0,0,27.0,positive
53,2023-04-17 15:07:43+00:00,@Yankees @YankeesPR Can we move Hicks already and call up Dominguez! He is cheaper and can’t do no worse! What the heck is wrong with Cashman. Cashman doing some spider tacky stuff. I honestly can’t wait for Stanton contrast to be up.,0,0,0,3.0,positive
54,2023-04-17 14:22:57+00:00,"The Misunderstood Aaron Hicks, The #Yankees should do the right thing for him, I will never forget his heroic clutch hit in the playoffs, needing Tommy John surgery, just to return to the unfair treatment by the fans, it's got to stop #RepBx @TMKSESPN I pray for him everyday https://t.co/VAt6ZgF5WG",0,5,0,136.0,negative
55,2023-04-17 14:12:22+00:00,The yankees don’t play baseball today……what do I do? https://t.co/H357vxeIYr,0,0,0,17.0,positive
56,2023-04-17 14:06:11+00:00,"NEW episode of The YanksAve Show

- Stanton out 4-6 weeks…
- Is this the best Gerrit Cole we’ve seen?
- DJ LeMahieu looks like DJ LeMahieu
- Aaron Hicks doesn’t look good
- Pat’s tweet

WATCH: youtu.be/I5VsctRbIQs https://t.co/4fePa0xwXv",1,11,0,1185.0,positive
57,2023-04-17 14:01:59+00:00,"@Medic968 Hicks is completely lost, the Yankees should trade him, or DFA . He should speak with Carpenter he went through what Hicks is going through",0,0,0,12.0,negative
58,2023-04-17 13:59:20+00:00,Aaron Hicks continues to suck,0,0,0,4.0,negative
59,2023-04-17 13:26:04+00:00,"@BronxMuchachos1 JD, IKF &amp; Hicks are done with the Yankees. This kid should be getting DH AB's now, with Stanton being out for weeks. There is a lot of POP there.",0,1,0,18.0,neutral
60,2023-04-17 13:24:41+00:00,@adam_desocio @rational_yankee I’d rather see an automatic out than hicks at the plate,0,0,0,17.0,neutral
61,2023-04-17 12:50:02+00:00,Wouldn’t it be great if the Yankees DFA’d Hicks and gave Bauers a run? They won’t but it would be nice to see,1,35,3,11036.0,positive
62,2023-04-17 12:34:01+00:00,"Stanton down, Donaldson returning, Hicks underperforming: This is the recipe for a bad Yankee stretch dlvr.it/Smcb99",0,0,0,20.0,negative
63,2023-04-17 12:09:15+00:00,"Yankees’ Aaron Hicks still has path to playing time after more strikeouts (and more boos)

He absolutely felt stinks!! nj.com/yankees/2023/0… https://t.co/Vfd3vO9CQK",0,0,0,67.0,negative
64,2023-04-17 11:47:50+00:00,"@NYYNick_ Somebody has to go and I’m guessing it won’t be Hicks. The issue the Yankees have is they need a 4th OF and Hicks can play 3 OF positions, Calhoun cannot, nor can Franchy (Hicks being owed $30 mil. doesn’t hurt his case). Franchy has come back to earth, Calhoun has not impressed.",0,0,0,51.0,negative
65,2023-04-17 11:40:35+00:00,Yankees' Aaron Hicks still has path to playing time after more strikeouts (and more boos) – Major League Baseball News dlvr.it/SmcS33,0,0,0,40.0,positive
66,2023-04-17 10:30:46+00:00,@Mountaingal456 Think Boone forgot multiple pitchers can combine for a shutout. A CG shutout is by one pitcher. And yes the media needs to keep pressing him with Hicks and Donaldson. It’s the only way we may get the Yankees to act on it and get rid of them,0,1,0,18.0,positive
67,2023-04-17 08:23:20+00:00,"I rather see Jake Bauers than Hicks. Anyone, but Hicks. Anyone! #Yankees #YankeesTwitter",0,3,0,196.0,neutral
68,2023-04-17 07:34:27+00:00,"@cmbyrdalot @Yankees Stanton gets injured and they call up peraza until Donaldson back on Wednesday lol. Calhoun, hicks, Donaldson, and IKF aren’t helping us win. Peraza, volpe, and Oswaldo make our team look 100x better lol but we rather rely on washed up guys who strike out every at bat",0,0,0,30.0,positive
69,2023-04-17 04:44:47+00:00,"@Yankees_Blue Hicks shouldn’t be in the Yankee roster, let alone in the lineup! He’s shot, it’s in his head. He’s out before he gets into the box.",0,1,0,12.0,negative
70,2023-04-17 04:44:15+00:00,"@HoodieFrazier The @yankees just won’t let go of these older players. If they want to keep them, fine. But starting is a no. Hicks, JD &amp; IKF should be backup players. Cabrera, Peraza, Volpe and Cordero should be on the field. Once Bader comes back, one of the old guys needs to go.",0,1,0,31.0,positive
71,2023-04-17 03:46:17+00:00,"@BryanHoch Wow, that's a fiery outburst from Hicks. Hopefully he uses that frustration to come back stronger in his next at-bat!"" #Yankees #MLB Check my bio plz",0,0,0,22.0,positive
72,2023-04-17 03:43:11+00:00,"@ncostanzo24 Wow, the power of the crowd can be both exhilarating and crushing! Let's hope Aaron Hicks bounces back stronger and proves his worth. #Yankees #MLB Check my bio plz",0,0,0,89.0,positive
73,2023-04-17 02:43:08+00:00,"With Stanton gone, the lineup will feel thin, and the boos will only grow louder for Donaldson and Hicks. 

An opportunity may emerge for Andrés Chaparro.",2,99,3,8570.0,positive
74,2023-04-17 02:14:17+00:00,What’s gonna be the yankees excuse to play josh donaldson over dj at third? How is he better? Dj is a great defender and of course a million times better at hitting. Josh donaldson is a fucking bum.,0,0,0,22.0,positive
75,2023-04-17 01:04:30+00:00,"I don’t think so. I think they will just activate Donaldson, send Peraza back down, and go with what they have in the OF until Harrison Bader makes it back…whenever that is. #
Would I rather see Dunham than Hicks? You should know the answer to that :) #Yankees #RepBX",2,18,0,3064.0,positive
76,2023-04-17 00:34:45+00:00,"Aaron Hicks not only shouldn't be a Yankee, but he isn't good enough to be on ANY team!",0,5,0,257.0,negative
77,2023-04-17 00:28:48+00:00,"@Medic968 The Yankees fans really are tired of Hicks, IKF and Donaldson …if they don’t perform the fans will be merciless",0,2,0,111.0,negative
78,2023-04-17 00:25:47+00:00,"It's time for the Yankees to trade Hicks for some unknown A ball player and eat most of his contract.

But with Stanton injured, I doubt that happens.",0,0,0,25.0,negative
79,2023-04-17 00:14:49+00:00,@Yankees_Blue Hicks needs to go. Get him out of the pinstripes asap.,0,0,0,14.0,neutral
80,2023-04-17 00:00:02+00:00,The greatest day of my life will be when Aaron Hicks is no longer a Yankee.,1,6,0,554.0,positive
81,2023-04-16 23:48:25+00:00,"The ""Aaron Hicks"" era. Tell your grandkids you lived through what was the worst time period to be a Yankee fan ever. Worst thing is this damage done and effect of this era could last for decades. Jump ship! #yankees",0,3,0,350.0,negative
82,2023-04-16 23:46:47+00:00,Is there any real point in keeping Aaron Hicks on the roster? #Yankees #RepBX,0,2,0,492.0,neutral
83,2023-04-16 23:29:55+00:00,"@FiresideYankees Can the Yankees please take Hicks out of his misery , give him his DFA now, and stay with Peraza",0,3,0,190.0,negative
84,2023-04-16 23:27:31+00:00,"@fuzzyfromyt Breaking: Cleveland guardians have traded Jose Ramirez and Shane Bieber to the New York Yankees in exchange for Josh Donaldson, Aaron, hicks, And the guardians gave the Yankees $1 million in cash",0,28,0,4983.0,neutral
85,2023-04-16 23:24:55+00:00,"@JLasagna43 Hey, give Aaron Hicks a break! The Yankees know what they're doing and clearly see something in him that others don't. Trust the process and let's see where it takes us. #GoYankees 🧡⚾️ Check my pin tweet bro",0,0,0,165.0,positive
86,2023-04-16 23:23:24+00:00,"@BronxBomberBall Hicks is past his time , why are the Yankees keep killing a dead horse.",0,1,0,2182.0,negative
87,2023-04-16 23:22:42+00:00,"@TalkinYanks ... doesn't make any sense, why are they messing with this kid ???

#OswaldPeraza deserves to be on #Yankees 26-man roster; he should have started the season in the Bronx with Volpe; anyway, Peraza should stay on team, over Hicks and or Donaldson !!!",0,6,0,418.0,neutral
88,2023-04-16 23:07:00+00:00,@NjTank99 Trade him to the Yankees for Hicks,0,1,0,258.0,neutral
89,2023-04-16 23:04:57+00:00,Think it’s time for the Yankees to trade out Hicks for Yordan Álvarez! 😂,0,1,0,107.0,positive
90,2023-04-16 23:04:14+00:00,"#Yankees 

1- Gerrit Cole was outstanding…
2- I like Anthony Volpe leading off but I don’t like that Boone won’t let him steal in front of Judge. You waste his base running ability which is why he hits first. If they wanna walk Judge so be it. You have two on…
3- Aaron Hicks…",0,2,0,616.0,negative
91,2023-04-16 23:02:42+00:00,@TalkinYanks Let's go Aaron Hicks! Time to show off your skills in center field for the Yankees. #winningmindset See my homepage plz,0,0,0,105.0,positive
92,2023-04-16 22:57:57+00:00,@MiLB @swbrailriders @Yankees That’s my guy,0,1,0,207.0,neutral
93,2023-04-16 22:53:15+00:00,@NjTank99 Should trade him to the Yankees and acquire a REAL winner in Aaron Hicks,0,8,0,2330.0,positive
94,2023-04-16 22:47:36+00:00,@Yankees Hicks is not a true switch hitter he’s a right handed batsman when will Boone &amp; front office figure it out? @YESNetwork @Yankees @TalkinYanks,0,0,0,35.0,negative
95,2023-04-16 22:41:22+00:00,"@ncostanzo24 The Yankees' faithful have spoken, and it's clear they won't settle for less than excellence - Hicks better get his head in the game or risk being the next Gallo. 🔥🔥🔥 Click my profile plz",0,0,0,44.0,positive
96,2023-04-16 22:39:30+00:00,@BryanHoch I will drink as many beers as it takes inside Yankee Stadium this season to make up the money lost if Hal DFA’s Hicks. Who’s with me?,0,0,0,64.0,negative
97,2023-04-16 22:35:41+00:00,"@JLasagna43 Seriously, why keep giving Hicks a chance when there are better options out there? The Yankees need to step up their game and make some changes for a winning season!"" #Yankees #AaronHicks See my bio bro",0,0,0,62.0,positive
98,2023-04-16 22:27:13+00:00,@Eriy_bear16 Me seeing Aaron Hicks name in the Yankees lineup,0,1,0,144.0,neutral
99,2023-04-16 22:13:10+00:00,"The Yankees have a lot of guys on the IL. Anyone want to do the math and figure out the combined salaries of these players. Plus Hicks who is not on the IL but injures this team every time he plays. Stanton, JD, Bader, Rodon, Severino, Lo, etc. You get the point. Every year...",0,0,0,29.0,positive
100,2023-04-16 21:44:57+00:00,Yankees fans better get ready to see alot more Aaron Hicks,0,0,0,137.0,positive
101,2023-04-16 21:44:23+00:00,@Yankees @GerritCole45 Arrest Hicks,0,2,0,85.0,negative
102,2023-04-16 21:31:42+00:00,The Stanton injury all but guarantees hicks will be here for a while. I hate the Yankees,0,0,0,98.0,negative
103,2023-04-16 21:31:33+00:00,"@marioagomez_1 True fans, of which I have been one since ‘77, always give the Yankees the benefit of the doubt, except in the case of Hicks - he is toast.",0,0,0,39.0,positive
104,2023-04-16 21:29:27+00:00,Hicks and IKF should be replaces ASAP with Chaparro and Dunham. @Yankees,1,2,0,316.0,neutral
105,2023-04-16 21:18:59+00:00,@Yankees Get rid of Hicks----he looks ill !!,0,0,0,4.0,negative
106,2023-04-16 21:10:09+00:00,@Yankees Everything is ok without Donaldson and Hicks. Cole is the beast 🔥🔥🔥,0,4,0,908.0,negative
107,2023-04-16 20:47:41+00:00,"@BryanHoch At this point, putting Hicks in the lineup is just abuse.
No one wants to give this 5-tool guy a fresh start? Yankees are just asking for a bag of chips",0,0,0,16.0,negative
108,2023-04-16 20:27:00+00:00,"Injury prone star players + weak links (Hicks, Donaldson) is a recipe for disaster year in and year out #Yankees @YankeeSource",0,0,0,35.0,negative
109,2023-04-16 20:24:57+00:00,"@NYYNick_ @BryanHoch I very respectfully ask the Yankees to DFA Mr. Hicks now, like after todays game. With all respect and understanding.",0,2,0,41.0,positive
110,2023-04-16 20:24:56+00:00,@NyynewsTV @Yankees @MLB @MLBNetwork Hicks is https://t.co/PZsLiGfNQO,0,0,0,10.0,neutral
111,2023-04-16 20:22:59+00:00,@mryclept @swbrailriders Yankees need to DFA Hicks and give Florial a real shot,0,1,0,12.0,neutral
112,2023-04-16 20:20:44+00:00,"Reminder that as terrible as Hicks is, the real problem remains how terrible Cashman is. The Stanton injury just reinforces that point, especially with an offseason of no offensive upgrades. Cashman doesn't care about winning.

#firecashman #yankees #YankeesTwitter #RepBX https://t.co/ANQUrBIMbf",0,2,0,71.0,negative
113,2023-04-16 20:17:56+00:00,"@Yankees stop giving Hicks a chance to fix himself.  When Bader comes back, waive Hicks",0,0,0,13.0,positive
114,2023-04-16 20:15:26+00:00,"@BryanHoch No one here can imagine how hard it has to be on him after working his whole life to be in the bigs. However, Hicks is generating zero empathy with his behavior. A really bad look; especially when you’re a Yankee.",0,4,0,637.0,negative
115,2023-04-16 20:14:27+00:00,"Aaron Hicks needs extra time with the hitting coach and to try something new. Swing, stance, something!",0,0,0,210.0,neutral
116,2023-04-16 20:12:59+00:00,"@JLasagna43 Are you kidding me? The Yankees are a powerhouse team and Aaron Hicks brings talent to the field. Don't hate on their strategy, it's clearly working for them! #PinstripePride 🙌⚾️ Check my pin tweet bro",0,0,0,183.0,positive
117,2023-04-16 20:05:49+00:00,Yankees’ Aaron Hicks gives odd answer to trade-request question after 2-hit game - Aaron Hicks #AaronHicks -  squirge.com/yankees-aaron-…,0,0,0,168.0,negative
118,2023-04-16 20:01:48+00:00,Torres now 4 for his last 25.... Horrific. Hicks should never play again with BADER ON NA REHAB ASSIGNEMNT ADN HIS RETURN IMMINANT!! @Yankees https://t.co/sYR2t9MTpH,0,1,0,237.0,negative
119,2023-04-16 19:59:44+00:00,"@Yankees This is the type of effort fans should be psyched about!  Because when you start Hicks in left (and he strikes out 3 times), yiu need this type of pitching",0,0,0,128.0,negative
120,2023-04-16 19:54:35+00:00,Today was Timmy Hicks day. Our daily reminder on why he should be a every day starter by going 0-3 with 3 K’s. #RepBX #MLB #yankees,0,0,0,10.0,neutral
121,2023-04-16 19:54:06+00:00,Nice win by the #Yankees. Cole looked dominant. Further proof that Hicks has no place on this team. Let’s keep it rolling! #RepBX,0,1,0,129.0,positive
122,2023-04-16 19:50:46+00:00,Hicks gonna be gone by May? #Repbx,0,0,0,49.0,neutral
123,2023-04-16 19:48:09+00:00,"Borderline perfect game. A dub, perfect pitching by cole, bats on the ball, and hicks didn't give cashman a reason to keep him on the team. #Yankees",0,0,0,76.0,positive
124,2023-04-16 19:47:17+00:00,"@Yankees Yankees need to get rid of Stanton, Donaldson &amp; Hicks. They are just dead weight. Cannot count on them day-to-day. The sooner, the better!",0,0,0,12.0,negative
125,2023-04-16 19:45:54+00:00,"The Yankees win! The Yankees win! What a game pitched by Gerrit Cole! A complete game shutout! DJ led the offense! We split the series’s with Minnesota and have an off day, then the Angels",0,3,0,162.0,positive
126,2023-04-16 19:45:44+00:00,"Edouard Julien flies out to left fielder Aaron Hicks.

Top of the 9th | 2 outs

#MINvsNYY",0,0,0,178.0,positive
127,2023-04-16 19:43:24+00:00,@FrankiesTwoLoud That’s like Hicks if he was a pitcher,0,1,0,71.0,positive
128,2023-04-16 19:38:03+00:00,"I know people don’t just give up millions of dollars, but could the #Yankees be playing a mind game with #aaron Hicks?    His mental being challenged by playing in Bronx where if he retires and works out a $ deal for less than remaining?",0,0,0,137.0,positive
129,2023-04-16 19:34:22+00:00,There is no hope for this Yankees team this season if Hicks &amp; Donaldson are still on this roster after the trade deadline.....,0,0,0,287.0,negative
130,2023-04-16 19:31:26+00:00,Remember when Yankee fans wanted Max Kepler this off-season?,0,3,0,198.0,neutral
131,2023-04-16 19:31:22+00:00,"Again, I am not saying Aaron Hicks is a bad person, but in nearly 8 years, he’s had one decent season. He’s currently sporting a negative WAR. 

Those wanting him to be gone are neither inpatient or unreasonable. The Yankees print money. Pay him off &amp; start a farmhand.",0,1,0,148.0,negative
132,2023-04-16 19:28:03+00:00,@BarstoolHubbs Hicks needs to be in prison for straight robbing the Yankees blind in plain sight.,0,3,0,179.0,negative
133,2023-04-16 19:27:43+00:00,"@NYYNick_ if harrison bader is alive, it’s over for hicks when he comes back",0,2,0,289.0,positive
134,2023-04-16 19:27:32+00:00,"I was just looking at baseball reference team stats page for the Yankees.  They have Aaron Hicks down for an OPS+ of 1

IKF has an OPS+ of -49.

Those are two extremely costly roster spots right now.  Plenty of season left but, this is not a great start for either of these guys",0,2,0,454.0,negative
135,2023-04-16 19:23:44+00:00,@BryanHoch @Yankees Please release Hicks.  Can’t go a whole year with this guy.,0,1,0,73.0,positive
136,2023-04-16 19:23:21+00:00,"It’s truly nothing personal but Hicks doesn’t have it. Big contract or not, #Yankees need to find a way to move on",0,0,0,74.0,positive
137,2023-04-16 19:22:41+00:00,Aaron Hicks might be the worst Yankee ever,0,1,0,255.0,negative
138,2023-04-16 19:22:02+00:00,The Yankees front office is severely suffering from sunk cost fallacy bias when it comes to Aaron Hicks. The benefits of rostering him do not outweigh the cost of having him occupy a roster spot. The only reason he’s on this roster is bc of the money he’s owed. End it.,0,2,0,245.0,negative
139,2023-04-16 19:20:30+00:00,Hicks throwing tantrums… #RepBX #Yankees,0,0,0,57.0,neutral
140,2023-04-16 19:20:28+00:00,"@Yankees How much longer, at the expense of the team, &amp; good players sitting at AAA, do we waste a roster spot on Hicks?",0,1,0,33.0,neutral
141,2023-04-16 19:19:53+00:00,"Roster problem for the #Yankees - Hicks, Calhoun, IKF &amp; Donaldson really have no business on the same roster. I can accept 1 of them perhaps, but 4?  They need Bader, Peraza (3B), and 1 of Dunham/Perriera/Dominguez (LF) to make this team more formidable. #RepBX",0,2,0,122.0,negative
142,2023-04-16 19:19:38+00:00,I expect the Yankees to call me any minute now about taking Hicks’ roster spot,0,45,1,2315.0,neutral
143,2023-04-16 19:18:15+00:00,The good news for Hicks is he isn't at risk of losing playing time because of OF'ers injuries. The bad news for the #Yankees is that Hicks isn't at risk of losing playing time because of OF'ers injuries.,0,2,0,154.0,negative
144,2023-04-16 19:18:03+00:00,Aaron Hicks needs to leave the Yankees and leave New York already,0,0,0,161.0,negative
145,2023-04-16 19:17:59+00:00,Can the Yankees just mercy DFA hicks at this point. This isn’t good for anyone.,0,0,0,54.0,positive
146,2023-04-16 19:17:45+00:00,"This is enough of a sample size. Aaron Hicks has to be released, traded for a case of cheap hot dogs, something. Plenty of athletes with way more to give than Hicks have been let go or otherwise. How tf can Boone and the Yankees continue with this guy? He’s so clearly finished.",0,0,0,114.0,positive
147,2023-04-16 19:17:41+00:00,I feel so bad when the Yankees fans boo Aaron Hicks 🥺 I would think their boos are doing more harm than good???,0,0,0,148.0,negative
148,2023-04-16 19:17:40+00:00,@Salvester001 The Yankees need to cut their losses and find a way to move on from Hicks already,0,1,0,22.0,negative
149,2023-04-16 19:17:26+00:00,@GinaMuscato Please please please please give hicks his money and a taxi cab. I am not even talking about How it will help the yankees I'm talking about for his sanity. The yankees can't afford to give him plenty at bats.A fresh start will do him well. If not he's a multi millionaire,0,0,0,30.0,positive
150,2023-04-16 19:17:14+00:00,"Yankee fans who boo Aaron Hicks and other players have never played baseball a day in their life. Do yall realize how difficult it is to play baseball???? That’s right you don’t, because you’ve never played baseball a day in your life…..",0,1,0,205.0,negative
